,phrase
14809,cps teachers
14810,engaging computer
14811,potential threat
14812,two systems
14813,second use
14814,world human
14815,processing large-scale
14816,social activities
14817,activities underrepresented
14818,features develop
14819,mining machine
14820,neurological conditions
14821,characteristics including
14822,traffic modeling
14823,data vehicle
14824,expected fundamentally
14825,stem entrepreneurial
14826,pilot initiative
14827,corporate partners
14828,protect confidentiality
14829,traditional computer
14830,work could
14831,privacy user
14832,leadership development
14833,delivery systems
14834,many devices
14835,attacks iot
14836,exclusive use
14837,place data
14838,activities ranging
14839,analysis security
14840,privacy-preserving cnn
14841,data sensitive
14842,information contained
14843,data protected
14844,defense techniques
14845,electromagnetic radiation
14846,proposal conduct
14847,team collect
14848,approaches achieving
14849,however benefits
14850,building managers
14851,core cps
14852,presence failures
14853,design cps
14854,used control
14855,perform robustly
14856,aerial systems
14857,fire detection
14858,collaborations us
14859,methods network
14860,solicitationbrbrthis foundations
14861,many cyber-physical
14862,achieve resilience
14863,protect integrity
14864,iii schedulability
14865,external stimuli
14866,efficiency efficacy
14867,systems allowing
14868,solutions benefit
14869,robust perception
14870,allows one
14871,process abstracting
14872,may experience
14873,groups female
14874,outreach including
14875,physical health
14876,order capitalize
14877,supervisory control
14878,received little
14879,single device
14880,systems safety
14881,balance need
14882,safety levels
14883,focus key
14884,real-time correctness
14885,proposal enable
14886,different timescales
14887,requirements may
14888,focus computational
14889,without interfering
14890,normal operation
14891,resources within
14892,apply proposed
14893,desired behavior
14894,considerable impact
14895,controller implementation
14896,development next-generation
14897,next-generation workforce
14898,needed address
14899,biological social
14900,develop cyber-physical
14901,design embedded
14902,networks power
14903,unprecedented opportunities
14904,utilization data
14905,underlying physics
14906,model may
14907,requirements eg
14908,develops approach
14909,information learning
14910,systems active
14911,generation internet
14912,many computer
14913,team comprised
14914,community online
14915,geographic areas
14916,video audio
14917,raised concerns
14918,attacks well
14919,effective approach
14920,existing authentication
14921,keystroke dynamics
14922,state-of-the-art machine
14923,decisions regarding
14924,unstructured data
14925,community well-being
14926,major threat
14927,need help
14928,systems real-world
14929,real-world use
14930,system utilizes
14931,administration fda
14932,computational evidence
14933,increase knowledge
14934,standards regulatory
14935,delivery system
14936,regulatory science
14937,including example
14938,systems medical
14939,software run
14940,device control
14941,software projects
14942,comprehensive security
14943,security domains
14944,however much
14945,material train
14946,privacy emerged
14947,privacy designing
14948,technical goal
14949,development verification
14950,implementations achieve
14951,develop resource
14952,analysis terms
14953,needed data
14954,techniques verify
14955,experimental studies
14956,leverage recent
14957,storm surge
14958,central hypothesis
14959,explore three
14960,rural regions
14961,integration techniques
14962,severe threat
14963,control commands
14964,activities cyber
14965,strategies proposed
14966,promising applications
14967,transform current
14968,development interdisciplinary
14969,combining data
14970,driven real
14971,channel capacity
14972,estimated cost
14973,capabilities 1
14974,methods analyze
14975,designed collect
14976,potential emerging
14977,concerted effort
14978,lead effective
14979,4 evaluate
14980,design validate
14981,lmi households
14982,capacity among
14983,response -
14984,- civic
14985,faculty early
14986,development career
14987,system well
14988,interdisciplinary projects
14989,social equity
14990,within region
14991,environmental justice
14992,networks need
14993,leverage data
14994,applications currently
14995,performance minimizing
14996,maximize throughput
14997,systems scalable
14998,mobility choices
14999,system since
15000,systems increasing
15001,minimizing cost
15002,hazards natural
15003,use standard
15004,modeling visualization
15005,including global
15006,study potential
15007,pi team
15008,multiple modes
15009,successful development
15010,implementation site
15011,networks transportation
15012,create resilient
15013,increasingly vulnerable
15014,communication tools
15015,local level
15016,use community
15017,preparedness resilience
15018,create sustainable
15019,students future
15020,respond disasters
15021,develop sustainable
15022,framework integrating
15023,cert volunteers
15024,build sustainable
15025,dynamic routing
15026,immediate benefit
15027,solutions designed
15028,community proposal
15029,management security
15030,advancement science
15031,capabilities embedded
15032,measure impact
15033,methods modeling
15034,many sources
15035,foundations establish
15036,aerial marine
15037,systems gis
15038,enable fundamental
15039,appropriate security
15040,across nyc
15041,test beds
15042,provide vital
15043,emergency scenarios
15044,time increasing
15045,small community
15046,enhancing human
15047,enable creation
15048,building existing
15049,developed jointly
15050,one way
15051,environment eg
15052,agent-based simulation
15053,st louis
15054,hurricane harvey
15055,disaster preparation
15056,decision-making tools
15057,network 2
15058,social services
15059,stakeholders community
15060,essential activities
15061,based technologies
15062,participatory sensing
15063,potential role
15064,traditional ecological
15065,ecological knowledge
15066,systems integrating
15067,framework develop
15068,social graph
15069,location time
15070,flash floods
15071,efforts targeting
15072,effective data
15073,provides significant
15074,activities focus
15075,designed effectively
15076,due physical
15077,effort involve
15078,efficient resource
15079,technology solutions
15080,deployment strategies
15081,specifically team
15082,collecting processing
15083,security addition
